                                               TEST REPORT
----------------------------------------------------------------------------------------------------
Date            : 18-11-2025
Time            : 18-30-39
Unit SI No      : 999
DTC SI No       : 999
Test No         : 999
Inspector's Name: 999
DTC             : Darin2
Iteration Number: 1000   Duration        : 0

Test             Itrn No         PASS/FAIL          Date          Time
Erase            142                 PASS             18-11-2025    18-43-00
Write            142                 PASS             18-11-2025    18-43-01
Read             142                 PASS             18-11-2025    18-43-02
LoopBack         143                 FAIL             18-11-2025    18-43-02
Erase            143                 PASS             18-11-2025    18-43-06
Write            143                 PASS             18-11-2025    18-43-06
Read             143                 PASS             18-11-2025    18-43-07
LoopBack         144                 FAIL             18-11-2025    18-43-08
Erase            144                 PASS             18-11-2025    18-43-11
Write            144                 PASS             18-11-2025    18-43-12
Read             144                 PASS             18-11-2025    18-43-12
LoopBack         145                 FAIL             18-11-2025    18-43-13
Erase            145                 PASS             18-11-2025    18-43-16
Write            145                 PASS             18-11-2025    18-43-17
Read             145                 PASS             18-11-2025    18-43-18
LoopBack         146                 FAIL             18-11-2025    18-43-19
Erase            146                 PASS             18-11-2025    18-43-22
Write            146                 PASS             18-11-2025    18-43-23
Read             146                 PASS             18-11-2025    18-43-23
LoopBack         147                 FAIL             18-11-2025    18-43-24
Erase            147                 PASS             18-11-2025    18-43-28
Write            147                 PASS             18-11-2025    18-43-28
Read             147                 PASS             18-11-2025    18-43-29
LoopBack         148                 FAIL             18-11-2025    18-43-30
Erase            148                 PASS             18-11-2025    18-43-33
Write            148                 PASS             18-11-2025    18-43-34
Read             148                 PASS             18-11-2025    18-43-34
LoopBack         149                 FAIL             18-11-2025    18-43-35
Erase            149                 PASS             18-11-2025    18-43-38
Write            149                 PASS             18-11-2025    18-43-39
Read             149                 PASS             18-11-2025    18-43-40
LoopBack         150                 FAIL             18-11-2025    18-43-40
Erase            150                 PASS             18-11-2025    18-43-44
Write            150                 PASS             18-11-2025    18-43-44
Read             150                 PASS             18-11-2025    18-43-45
LoopBack         151                 FAIL             18-11-2025    18-43-46
Erase            151                 PASS             18-11-2025    18-43-49
Write            151                 PASS             18-11-2025    18-43-50
Read             151                 PASS             18-11-2025    18-43-50
LoopBack         152                 FAIL             18-11-2025    18-43-51
Erase            152                 PASS             18-11-2025    18-43-55
Write            152                 PASS             18-11-2025    18-43-55
Read             152                 PASS             18-11-2025    18-43-56
LoopBack         153                 FAIL             18-11-2025    18-43-57
Erase            153                 PASS             18-11-2025    18-44-00
Write            153                 PASS             18-11-2025    18-44-00
Read             153                 PASS             18-11-2025    18-44-01
LoopBack         154                 FAIL             18-11-2025    18-44-02
Erase            154                 PASS             18-11-2025    18-44-05
Write            154                 PASS             18-11-2025    18-44-06
Read             154                 PASS             18-11-2025    18-44-06
LoopBack         155                 FAIL             18-11-2025    18-44-07
Erase            155                 PASS             18-11-2025    18-44-11
Write            155                 PASS             18-11-2025    18-44-11
Read             155                 PASS             18-11-2025    18-44-12
LoopBack         156                 FAIL             18-11-2025    18-44-13
Erase            156                 PASS             18-11-2025    18-44-16
Write            156                 PASS             18-11-2025    18-44-17
Read             156                 PASS             18-11-2025    18-44-17
LoopBack         157                 FAIL             18-11-2025    18-44-18
Erase            157                 PASS             18-11-2025    18-44-21
Write            157                 PASS             18-11-2025    18-44-22
Read             157                 PASS             18-11-2025    18-44-23
LoopBack         158                 FAIL             18-11-2025    18-44-24
Erase            158                 PASS             18-11-2025    18-44-27
Write            158                 PASS             18-11-2025    18-44-27
Read             158                 PASS             18-11-2025    18-44-28
LoopBack         159                 FAIL             18-11-2025    18-44-29
Erase            159                 PASS             18-11-2025    18-44-32
Write            159                 PASS             18-11-2025    18-44-33
Read             159                 PASS             18-11-2025    18-44-33
LoopBack         160                 FAIL             18-11-2025    18-44-34
Erase            160                 PASS             18-11-2025    18-44-38
Write            160                 PASS             18-11-2025    18-44-38
Read             160                 PASS             18-11-2025    18-44-39
LoopBack         161                 FAIL             18-11-2025    18-44-40
Erase            161                 PASS             18-11-2025    18-44-43
Write            161                 PASS             18-11-2025    18-44-44
Read             161                 PASS             18-11-2025    18-44-44
LoopBack         162                 FAIL             18-11-2025    18-44-45
Erase            162                 PASS             18-11-2025    18-44-48
Write            162                 PASS             18-11-2025    18-44-49
Read             162                 PASS             18-11-2025    18-44-50
LoopBack         163                 FAIL             18-11-2025    18-44-50
Erase            163                 PASS             18-11-2025    18-44-54
Write            163                 PASS             18-11-2025    18-44-54
Read             163                 PASS             18-11-2025    18-44-55
LoopBack         164                 FAIL             18-11-2025    18-44-56
Erase            164                 PASS             18-11-2025    18-44-59
Write            164                 PASS             18-11-2025    18-45-00
Read             164                 PASS             18-11-2025    18-45-00
LoopBack         165                 FAIL             18-11-2025    18-45-01
Erase            165                 PASS             18-11-2025    18-45-05
Write            165                 PASS             18-11-2025    18-45-05
Read             165                 PASS             18-11-2025    18-45-06
LoopBack         166                 FAIL             18-11-2025    18-45-07
Erase            166                 PASS             18-11-2025    18-45-10
Write            166                 PASS             18-11-2025    18-45-11
Read             166                 PASS             18-11-2025    18-45-11
LoopBack         167                 FAIL             18-11-2025    18-45-12
Erase            167                 PASS             18-11-2025    18-45-15
Write            167                 PASS             18-11-2025    18-45-16
Read             167                 PASS             18-11-2025    18-45-17
LoopBack         168                 FAIL             18-11-2025    18-45-17
Erase            168                 PASS             18-11-2025    18-45-21
Write            168                 PASS             18-11-2025    18-45-21
Read             168                 PASS             18-11-2025    18-45-22
LoopBack         169                 FAIL             18-11-2025    18-45-23
Erase            169                 PASS             18-11-2025    18-45-26
Write            169                 PASS             18-11-2025    18-45-27
Read             169                 PASS             18-11-2025    18-45-27
LoopBack         170                 FAIL             18-11-2025    18-45-28
Erase            170                 PASS             18-11-2025    18-45-32
Write            170                 PASS             18-11-2025    18-45-32
Read             170                 PASS             18-11-2025    18-45-33
LoopBack         171                 FAIL             18-11-2025    18-45-34
Erase            171                 PASS             18-11-2025    18-45-37
Write            171                 PASS             18-11-2025    18-45-38
Read             171                 PASS             18-11-2025    18-45-38
LoopBack         172                 FAIL             18-11-2025    18-45-39
Erase            172                 PASS             18-11-2025    18-45-42
Write            172                 PASS             18-11-2025    18-45-43
Read             172                 PASS             18-11-2025    18-45-43
LoopBack         173                 FAIL             18-11-2025    18-45-44
Erase            173                 PASS             18-11-2025    18-45-48
Write            173                 PASS             18-11-2025    18-45-48
Read             173                 PASS             18-11-2025    18-45-49
LoopBack         174                 FAIL             18-11-2025    18-45-50
Erase            174                 PASS             18-11-2025    18-45-53
Write            174                 PASS             18-11-2025    18-45-54
Read             174                 PASS             18-11-2025    18-45-54
LoopBack         175                 FAIL             18-11-2025    18-45-55
Erase            175                 PASS             18-11-2025    18-45-58
Write            175                 PASS             18-11-2025    18-45-59
Read             175                 PASS             18-11-2025    18-46-00
LoopBack         176                 FAIL             18-11-2025    18-46-00
Erase            176                 PASS             18-11-2025    18-46-04
Write            176                 PASS             18-11-2025    18-46-04
Read             176                 PASS             18-11-2025    18-46-05
LoopBack         177                 FAIL             18-11-2025    18-46-06
Erase            177                 PASS             18-11-2025    18-46-09
Write            177                 PASS             18-11-2025    18-46-10
Read             177                 PASS             18-11-2025    18-46-10
LoopBack         178                 FAIL             18-11-2025    18-46-11
Erase            178                 PASS             18-11-2025    18-46-15
Write            178                 PASS             18-11-2025    18-46-15
Read             178                 PASS             18-11-2025    18-46-16
LoopBack         179                 FAIL             18-11-2025    18-46-17
Erase            179                 PASS             18-11-2025    18-46-20
Write            179                 PASS             18-11-2025    18-46-21
Read             179                 PASS             18-11-2025    18-46-21
LoopBack         180                 FAIL             18-11-2025    18-46-22
Erase            180                 PASS             18-11-2025    18-46-25
Write            180                 PASS             18-11-2025    18-46-26
Read             180                 PASS             18-11-2025    18-46-27
LoopBack         181                 FAIL             18-11-2025    18-46-27
Erase            181                 PASS             18-11-2025    18-46-31
Write            181                 PASS             18-11-2025    18-46-31
Read             181                 PASS             18-11-2025    18-46-32
LoopBack         182                 FAIL             18-11-2025    18-46-33
Erase            182                 PASS             18-11-2025    18-46-36
Write            182                 PASS             18-11-2025    18-46-37
Read             182                 PASS             18-11-2025    18-46-37
LoopBack         183                 FAIL             18-11-2025    18-46-38
Erase            183                 PASS             18-11-2025    18-46-42
Write            183                 PASS             18-11-2025    18-46-42
Read             183                 PASS             18-11-2025    18-46-43
LoopBack         184                 FAIL             18-11-2025    18-46-44
Erase            184                 PASS             18-11-2025    18-46-47
Write            184                 PASS             18-11-2025    18-46-48
Read             184                 PASS             18-11-2025    18-46-48
LoopBack         185                 FAIL             18-11-2025    18-46-49
Erase            185                 PASS             18-11-2025    18-46-52
Write            185                 PASS             18-11-2025    18-46-53
Read             185                 PASS             18-11-2025    18-46-54
LoopBack         186                 FAIL             18-11-2025    18-46-54
Erase            186                 PASS             18-11-2025    18-46-58
Write            186                 PASS             18-11-2025    18-46-58
Read             186                 PASS             18-11-2025    18-46-59
LoopBack         187                 FAIL             18-11-2025    18-47-00
Erase            187                 PASS             18-11-2025    18-47-03
Write            187                 PASS             18-11-2025    18-47-04
Read             187                 PASS             18-11-2025    18-47-04
LoopBack         188                 FAIL             18-11-2025    18-47-05
Erase            188                 PASS             18-11-2025    18-47-09
Write            188                 PASS             18-11-2025    18-47-09
Read             188                 PASS             18-11-2025    18-47-10
LoopBack         189                 FAIL             18-11-2025    18-47-11
Erase            189                 PASS             18-11-2025    18-47-14
Write            189                 PASS             18-11-2025    18-47-15
Read             189                 PASS             18-11-2025    18-47-15
LoopBack         190                 FAIL             18-11-2025    18-47-16
Erase            190                 PASS             18-11-2025    18-47-19
Write            190                 PASS             18-11-2025    18-47-20
Read             190                 PASS             18-11-2025    18-47-21
LoopBack         191                 FAIL             18-11-2025    18-47-21
Erase            191                 PASS             18-11-2025    18-47-25
Write            191                 PASS             18-11-2025    18-47-25
Read             191                 PASS             18-11-2025    18-47-26
LoopBack         192                 FAIL             18-11-2025    18-47-27
Erase            192                 PASS             18-11-2025    18-47-30
Write            192                 PASS             18-11-2025    18-47-31
Read             192                 PASS             18-11-2025    18-47-31
LoopBack         193                 FAIL             18-11-2025    18-47-32
Erase            193                 PASS             18-11-2025    18-47-36
Write            193                 PASS             18-11-2025    18-47-36
Read             193                 PASS             18-11-2025    18-47-37
LoopBack         194                 FAIL             18-11-2025    18-47-38
Erase            194                 PASS             18-11-2025    18-47-41
Write            194                 PASS             18-11-2025    18-47-42
Read             194                 PASS             18-11-2025    18-47-42
LoopBack         195                 FAIL             18-11-2025    18-47-43
Erase            195                 PASS             18-11-2025    18-47-47
Write            195                 PASS             18-11-2025    18-47-47
Read             195                 PASS             18-11-2025    18-47-48
LoopBack         196                 FAIL             18-11-2025    18-47-49
Erase            196                 PASS             18-11-2025    18-47-52
Write            196                 PASS             18-11-2025    18-47-53
Read             196                 PASS             18-11-2025    18-47-53
LoopBack         197                 FAIL             18-11-2025    18-47-54
Erase            197                 PASS             18-11-2025    18-47-57
Write            197                 PASS             18-11-2025    18-47-58
Read             197                 PASS             18-11-2025    18-47-59
LoopBack         198                 FAIL             18-11-2025    18-47-59
Erase            198                 PASS             18-11-2025    18-48-03
Write            198                 PASS             18-11-2025    18-48-03
Read             198                 PASS             18-11-2025    18-48-04
LoopBack         199                 FAIL             18-11-2025    18-48-05
Erase            199                 PASS             18-11-2025    18-48-08
Write            199                 PASS             18-11-2025    18-48-09
Read             199                 PASS             18-11-2025    18-48-09
LoopBack         200                 FAIL             18-11-2025    18-48-10
Erase            200                 PASS             18-11-2025    18-48-14
Write            200                 PASS             18-11-2025    18-48-14
Read             200                 PASS             18-11-2025    18-48-15
LoopBack         201                 FAIL             18-11-2025    18-48-16
Erase            201                 PASS             18-11-2025    18-48-19
Write            201                 PASS             18-11-2025    18-48-20
Read             201                 PASS             18-11-2025    18-48-20
LoopBack         202                 FAIL             18-11-2025    18-48-21
Erase            202                 PASS             18-11-2025    18-48-25
Write            202                 PASS             18-11-2025    18-48-25
Read             202                 PASS             18-11-2025    18-48-26
LoopBack         203                 FAIL             18-11-2025    18-48-27
Erase            203                 PASS             18-11-2025    18-48-30
Write            203                 PASS             18-11-2025    18-48-31
Read             203                 PASS             18-11-2025    18-48-31
LoopBack         204                 FAIL             18-11-2025    18-48-32
Erase            204                 PASS             18-11-2025    18-48-35
Write            204                 PASS             18-11-2025    18-48-36
Read             204                 PASS             18-11-2025    18-48-37
LoopBack         205                 FAIL             18-11-2025    18-48-37
Erase            205                 PASS             18-11-2025    18-48-41
Write            205                 PASS             18-11-2025    18-48-41
Read             205                 PASS             18-11-2025    18-48-42
LoopBack         206                 FAIL             18-11-2025    18-48-43
Erase            206                 PASS             18-11-2025    18-48-46
Write            206                 PASS             18-11-2025    18-48-47
Read             206                 PASS             18-11-2025    18-48-47
LoopBack         207                 FAIL             18-11-2025    18-48-48
Erase            207                 PASS             18-11-2025    18-48-52
Write            207                 PASS             18-11-2025    18-48-52
Read             207                 PASS             18-11-2025    18-48-53
LoopBack         208                 FAIL             18-11-2025    18-48-54
Erase            208                 PASS             18-11-2025    18-48-57
Write            208                 PASS             18-11-2025    18-48-58
Read             208                 PASS             18-11-2025    18-48-58
LoopBack         209                 FAIL             18-11-2025    18-48-59
Erase            209                 PASS             18-11-2025    18-49-02
Write            209                 PASS             18-11-2025    18-49-03
Read             209                 PASS             18-11-2025    18-49-04
LoopBack         210                 FAIL             18-11-2025    18-49-04
Erase            210                 PASS             18-11-2025    18-49-08
Write            210                 PASS             18-11-2025    18-49-08
Read             210                 PASS             18-11-2025    18-49-09
LoopBack         211                 FAIL             18-11-2025    18-49-10
Erase            211                 PASS             18-11-2025    18-49-13
Write            211                 PASS             18-11-2025    18-49-14
Read             211                 PASS             18-11-2025    18-49-14
LoopBack         212                 FAIL             18-11-2025    18-49-15
Erase            212                 PASS             18-11-2025    18-49-18
Write            212                 PASS             18-11-2025    18-49-19
Read             212                 PASS             18-11-2025    18-49-19
LoopBack         213                 FAIL             18-11-2025    18-49-20
Erase            213                 PASS             18-11-2025    18-49-23
Write            213                 PASS             18-11-2025    18-49-24
Read             213                 PASS             18-11-2025    18-49-24
LoopBack         214                 FAIL             18-11-2025    18-49-25
Erase            214                 PASS             18-11-2025    18-49-29
Write            214                 PASS             18-11-2025    18-49-29
Read             214                 PASS             18-11-2025    18-49-30
LoopBack         215                 FAIL             18-11-2025    18-49-30
Erase            215                 PASS             18-11-2025    18-49-34
Write            215                 PASS             18-11-2025    18-49-34
Read             215                 PASS             18-11-2025    18-49-35
LoopBack         216                 FAIL             18-11-2025    18-49-36
Erase            216                 PASS             18-11-2025    18-49-39
Write            216                 PASS             18-11-2025    18-49-39
Read             216                 PASS             18-11-2025    18-49-40
LoopBack         217                 FAIL             18-11-2025    18-49-41
Erase            217                 PASS             18-11-2025    18-49-44
Write            217                 PASS             18-11-2025    18-49-45
Read             217                 PASS             18-11-2025    18-49-45
LoopBack         218                 FAIL             18-11-2025    18-49-46
Erase            218                 PASS             18-11-2025    18-49-49
Write            218                 PASS             18-11-2025    18-49-50
Read             218                 PASS             18-11-2025    18-49-50
LoopBack         219                 FAIL             18-11-2025    18-49-51
Erase            219                 PASS             18-11-2025    18-49-55
Write            219                 PASS             18-11-2025    18-49-55
Read             219                 PASS             18-11-2025    18-49-56
LoopBack         220                 FAIL             18-11-2025    18-49-57
Erase            220                 PASS             18-11-2025    18-50-00
Write            220                 PASS             18-11-2025    18-50-01
Read             220                 PASS             18-11-2025    18-50-01
LoopBack         221                 FAIL             18-11-2025    18-50-02
Erase            221                 PASS             18-11-2025    18-50-05
Write            221                 PASS             18-11-2025    18-50-06
Read             221                 PASS             18-11-2025    18-50-07
LoopBack         222                 FAIL             18-11-2025    18-50-08
Erase            222                 PASS             18-11-2025    18-50-11
Write            222                 PASS             18-11-2025    18-50-11
Read             222                 PASS             18-11-2025    18-50-12
LoopBack         223                 FAIL             18-11-2025    18-50-13
Erase            223                 PASS             18-11-2025    18-50-16
Write            223                 PASS             18-11-2025    18-50-17
Read             223                 PASS             18-11-2025    18-50-17
LoopBack         224                 FAIL             18-11-2025    18-50-18
Erase            224                 PASS             18-11-2025    18-50-22
Write            224                 PASS             18-11-2025    18-50-22
Read             224                 PASS             18-11-2025    18-50-23
LoopBack         225                 FAIL             18-11-2025    18-50-24
Erase            225                 PASS             18-11-2025    18-50-27
Write            225                 PASS             18-11-2025    18-50-28
Read             225                 PASS             18-11-2025    18-50-28
LoopBack         226                 FAIL             18-11-2025    18-50-29
Erase            226                 PASS             18-11-2025    18-50-32
Write            226                 PASS             18-11-2025    18-50-33
Read             226                 PASS             18-11-2025    18-50-34
LoopBack         227                 FAIL             18-11-2025    18-50-34
Erase            227                 PASS             18-11-2025    18-50-38
Write            227                 PASS             18-11-2025    18-50-38
Read             227                 PASS             18-11-2025    18-50-39
LoopBack         228                 FAIL             18-11-2025    18-50-40
Erase            228                 PASS             18-11-2025    18-50-43
Write            228                 PASS             18-11-2025    18-50-44
Read             228                 PASS             18-11-2025    18-50-44
LoopBack         229                 FAIL             18-11-2025    18-50-45
Erase            229                 PASS             18-11-2025    18-50-48
Write            229                 PASS             18-11-2025    18-50-49
Read             229                 PASS             18-11-2025    18-50-50
LoopBack         230                 FAIL             18-11-2025    18-50-50
Erase            230                 PASS             18-11-2025    18-50-54
Write            230                 PASS             18-11-2025    18-50-54
Read             230                 PASS             18-11-2025    18-50-55
LoopBack         231                 FAIL             18-11-2025    18-50-56
Erase            231                 PASS             18-11-2025    18-50-59
Write            231                 PASS             18-11-2025    18-51-00
Read             231                 PASS             18-11-2025    18-51-00
LoopBack         232                 FAIL             18-11-2025    18-51-01
Erase            232                 PASS             18-11-2025    18-51-05
Write            232                 PASS             18-11-2025    18-51-05
Read             232                 PASS             18-11-2025    18-51-06
LoopBack         233                 FAIL             18-11-2025    18-51-07
Erase            233                 PASS             18-11-2025    18-51-10
Write            233                 PASS             18-11-2025    18-51-11
Read             233                 PASS             18-11-2025    18-51-11
LoopBack         234                 FAIL             18-11-2025    18-51-12
Erase            234                 PASS             18-11-2025    18-51-15
Write            234                 PASS             18-11-2025    18-51-16
Read             234                 PASS             18-11-2025    18-51-17
LoopBack         235                 FAIL             18-11-2025    18-51-17
Erase            235                 PASS             18-11-2025    18-51-21
Write            235                 PASS             18-11-2025    18-51-21
Read             235                 PASS             18-11-2025    18-51-22
LoopBack         236                 FAIL             18-11-2025    18-51-23
Erase            236                 PASS             18-11-2025    18-51-26
Write            236                 PASS             18-11-2025    18-51-27
Read             236                 PASS             18-11-2025    18-51-27
LoopBack         237                 FAIL             18-11-2025    18-51-28
Erase            237                 PASS             18-11-2025    18-51-32
Write            237                 PASS             18-11-2025    18-51-32
Read             237                 PASS             18-11-2025    18-51-33
LoopBack         238                 FAIL             18-11-2025    18-51-34
Erase            238                 PASS             18-11-2025    18-51-37
Write            238                 PASS             18-11-2025    18-51-38
Read             238                 PASS             18-11-2025    18-51-38
LoopBack         239                 FAIL             18-11-2025    18-51-39
Erase            239                 PASS             18-11-2025    18-51-42
Write            239                 PASS             18-11-2025    18-51-43
Read             239                 PASS             18-11-2025    18-51-44
LoopBack         240                 FAIL             18-11-2025    18-51-44
Erase            240                 PASS             18-11-2025    18-51-48
Write            240                 PASS             18-11-2025    18-51-48
Read             240                 PASS             18-11-2025    18-51-49
LoopBack         241                 FAIL             18-11-2025    18-51-50
Erase            241                 PASS             18-11-2025    18-51-53
Write            241                 PASS             18-11-2025    18-51-54
Read             241                 PASS             18-11-2025    18-51-54
LoopBack         242                 FAIL             18-11-2025    18-51-55
Erase            242                 PASS             18-11-2025    18-51-59
Write            242                 PASS             18-11-2025    18-51-59
Read             242                 PASS             18-11-2025    18-52-00
LoopBack         243                 FAIL             18-11-2025    18-52-01
Erase            243                 PASS             18-11-2025    18-52-04
Write            243                 PASS             18-11-2025    18-52-05
Read             243                 PASS             18-11-2025    18-52-05
LoopBack         244                 FAIL             18-11-2025    18-52-06
Erase            244                 PASS             18-11-2025    18-52-09
Write            244                 PASS             18-11-2025    18-52-10
Read             244                 PASS             18-11-2025    18-52-11
LoopBack         245                 FAIL             18-11-2025    18-52-11
Erase            245                 PASS             18-11-2025    18-52-15
Write            245                 PASS             18-11-2025    18-52-15
Read             245                 PASS             18-11-2025    18-52-16
LoopBack         246                 FAIL             18-11-2025    18-52-17
Erase            246                 PASS             18-11-2025    18-52-20
Write            246                 PASS             18-11-2025    18-52-21
Read             246                 PASS             18-11-2025    18-52-21
LoopBack         247                 FAIL             18-11-2025    18-52-22
Erase            247                 PASS             18-11-2025    18-52-26
Write            247                 PASS             18-11-2025    18-52-26
Read             247                 PASS             18-11-2025    18-52-27
LoopBack         248                 FAIL             18-11-2025    18-52-28
Erase            248                 PASS             18-11-2025    18-52-31
Write            248                 PASS             18-11-2025    18-52-32
Read             248                 PASS             18-11-2025    18-52-32
LoopBack         249                 FAIL             18-11-2025    18-52-33
Erase            249                 PASS             18-11-2025    18-52-36
Write            249                 PASS             18-11-2025    18-52-37
Read             249                 PASS             18-11-2025    18-52-38
LoopBack         250                 FAIL             18-11-2025    18-52-38
Erase            250                 PASS             18-11-2025    18-52-42
Write            250                 PASS             18-11-2025    18-52-42
Read             250                 PASS             18-11-2025    18-52-43
LoopBack         251                 FAIL             18-11-2025    18-52-44
Erase            251                 PASS             18-11-2025    18-52-47
Write            251                 PASS             18-11-2025    18-52-48
Read             251                 PASS             18-11-2025    18-52-48
LoopBack         252                 FAIL             18-11-2025    18-52-49
Erase            252                 PASS             18-11-2025    18-52-53
Write            252                 PASS             18-11-2025    18-52-53
Read             252                 PASS             18-11-2025    18-52-54
LoopBack         253                 FAIL             18-11-2025    18-52-55
Erase            253                 PASS             18-11-2025    18-52-58
Write            253                 PASS             18-11-2025    18-52-59
Read             253                 PASS             18-11-2025    18-52-59
LoopBack         254                 FAIL             18-11-2025    18-53-00
Erase            254                 PASS             18-11-2025    18-53-04
Write            254                 PASS             18-11-2025    18-53-04
Read             254                 PASS             18-11-2025    18-53-05
LoopBack         255                 FAIL             18-11-2025    18-53-06
Erase            255                 PASS             18-11-2025    18-53-09
Write            255                 PASS             18-11-2025    18-53-10
Read             255                 PASS             18-11-2025    18-53-10
LoopBack         256                 FAIL             18-11-2025    18-53-11
Erase            256                 PASS             18-11-2025    18-53-14
Write            256                 PASS             18-11-2025    18-53-15
Read             256                 PASS             18-11-2025    18-53-16
LoopBack         257                 FAIL             18-11-2025    18-53-16
Erase            257                 PASS             18-11-2025    18-53-20
Write            257                 PASS             18-11-2025    18-53-20
Read             257                 PASS             18-11-2025    18-53-21
LoopBack         258                 FAIL             18-11-2025    18-53-22
Erase            258                 PASS             18-11-2025    18-53-25
Write            258                 PASS             18-11-2025    18-53-26
Read             258                 PASS             18-11-2025    18-53-26
LoopBack         259                 FAIL             18-11-2025    18-53-27
Erase            259                 PASS             18-11-2025    18-53-31
Write            259                 PASS             18-11-2025    18-53-31
Read             259                 PASS             18-11-2025    18-53-32
LoopBack         260                 FAIL             18-11-2025    18-53-33
Erase            260                 PASS             18-11-2025    18-53-36
Write            260                 PASS             18-11-2025    18-53-37
Read             260                 PASS             18-11-2025    18-53-37
LoopBack         261                 FAIL             18-11-2025    18-53-38
Erase            261                 PASS             18-11-2025    18-53-41
Write            261                 PASS             18-11-2025    18-53-42
Read             261                 PASS             18-11-2025    18-53-43
LoopBack         262                 FAIL             18-11-2025    18-53-43
Erase            262                 PASS             18-11-2025    18-53-47
Write            262                 PASS             18-11-2025    18-53-47
Read             262                 PASS             18-11-2025    18-53-48
LoopBack         263                 FAIL             18-11-2025    18-53-49
Erase            263                 PASS             18-11-2025    18-53-52
Write            263                 PASS             18-11-2025    18-53-53
Read             263                 PASS             18-11-2025    18-53-53
LoopBack         264                 FAIL             18-11-2025    18-53-54
Erase            264                 PASS             18-11-2025    18-53-57
Write            264                 PASS             18-11-2025    18-53-58
Read             264                 PASS             18-11-2025    18-53-59
LoopBack         265                 FAIL             18-11-2025    18-53-59
Erase            265                 PASS             18-11-2025    18-54-03
Write            265                 PASS             18-11-2025    18-54-03
Read             265                 PASS             18-11-2025    18-54-04
LoopBack         266                 FAIL             18-11-2025    18-54-05
Erase            266                 PASS             18-11-2025    18-54-08
Write            266                 PASS             18-11-2025    18-54-09
Read             266                 PASS             18-11-2025    18-54-09
LoopBack         267                 FAIL             18-11-2025    18-54-10
Erase            267                 PASS             18-11-2025    18-54-14
Write            267                 PASS             18-11-2025    18-54-14
Read             267                 PASS             18-11-2025    18-54-15
LoopBack         268                 FAIL             18-11-2025    18-54-16
Erase            268                 PASS             18-11-2025    18-54-19
Write            268                 PASS             18-11-2025    18-54-20
Read             268                 PASS             18-11-2025    18-54-20
LoopBack         269                 FAIL             18-11-2025    18-54-21
Erase            269                 PASS             18-11-2025    18-54-24
Write            269                 PASS             18-11-2025    18-54-25
Read             269                 PASS             18-11-2025    18-54-26
LoopBack         270                 FAIL             18-11-2025    18-54-27
Erase            270                 PASS             18-11-2025    18-54-30
Write            270                 PASS             18-11-2025    18-54-30
Read             270                 PASS             18-11-2025    18-54-31
LoopBack         271                 FAIL             18-11-2025    18-54-32
Erase            271                 PASS             18-11-2025    18-54-35
Write            271                 PASS             18-11-2025    18-54-36
Read             271                 PASS             18-11-2025    18-54-36
LoopBack         272                 FAIL             18-11-2025    18-54-37
Erase            272                 PASS             18-11-2025    18-54-41
Write            272                 PASS             18-11-2025    18-54-41
Read             272                 PASS             18-11-2025    18-54-42
LoopBack         273                 FAIL             18-11-2025    18-54-43
Erase            273                 PASS             18-11-2025    18-54-46
Write            273                 PASS             18-11-2025    18-54-47
Read             273                 PASS             18-11-2025    18-54-47
LoopBack         274                 FAIL             18-11-2025    18-54-48
Erase            274                 PASS             18-11-2025    18-54-51
Write            274                 PASS             18-11-2025    18-54-52
Read             274                 PASS             18-11-2025    18-54-53
LoopBack         275                 FAIL             18-11-2025    18-54-53
Erase            275                 PASS             18-11-2025    18-54-57
Write            275                 PASS             18-11-2025    18-54-57
Read             275                 PASS             18-11-2025    18-54-58
LoopBack         276                 FAIL             18-11-2025    18-54-59
Erase            276                 PASS             18-11-2025    18-55-02
Write            276                 PASS             18-11-2025    18-55-03
Read             276                 PASS             18-11-2025    18-55-03
LoopBack         277                 FAIL             18-11-2025    18-55-04
Erase            277                 PASS             18-11-2025    18-55-08
Write            277                 PASS             18-11-2025    18-55-08
Read             277                 PASS             18-11-2025    18-55-09
LoopBack         278                 FAIL             18-11-2025    18-55-10
Erase            278                 PASS             18-11-2025    18-55-13
Write            278                 PASS             18-11-2025    18-55-14
Read             278                 PASS             18-11-2025    18-55-14
LoopBack         279                 FAIL             18-11-2025    18-55-15
Erase            279                 PASS             18-11-2025    18-55-19
Write            279                 PASS             18-11-2025    18-55-19
Read             279                 PASS             18-11-2025    18-55-20
LoopBack         280                 FAIL             18-11-2025    18-55-21
Erase            280                 PASS             18-11-2025    18-55-24
Write            280                 PASS             18-11-2025    18-55-25
Read             280                 PASS             18-11-2025    18-55-25
LoopBack         281                 FAIL             18-11-2025    18-55-26
Erase            281                 PASS             18-11-2025    18-55-29
Write            281                 PASS             18-11-2025    18-55-30
Read             281                 PASS             18-11-2025    18-55-31
LoopBack         282                 FAIL             18-11-2025    18-55-31
Erase            282                 PASS             18-11-2025    18-55-35
Write            282                 PASS             18-11-2025    18-55-35
Read             282                 PASS             18-11-2025    18-55-36
LoopBack         283                 FAIL             18-11-2025    18-55-37
Erase            283                 PASS             18-11-2025    18-55-40
Write            283                 PASS             18-11-2025    18-55-41
Read             283                 PASS             18-11-2025    18-55-41
LoopBack         284                 FAIL             18-11-2025    18-55-42
Erase            284                 PASS             18-11-2025    18-55-46
Write            284                 PASS             18-11-2025    18-55-46
Read             284                 PASS             18-11-2025    18-55-47
